"Text","Author","Likes"
"A.I is only data processing and nothing new, imagine it as a chinese CCP member gaining access to U.S patent office. other revolutions are basicly scams funnelling tax money into private accoiunts. everything runs out of money in the end.","@asgeirloftsson","1"
"Lets watch ny city  and see what happens!","@alanbell587",""
"Why so wide?","@IusedtohaveausernameIliked",""
"I didn''t make it to the 1 minute mark before having to close down the nonsense.","@janbloxham4485","1"
"Well that suck''s!!! But i think you''r right....","@pierreleforgeron63",""
"extraordinary moment of our life time. Controlled food made in laboratories, one planetary government and of course the Digital ID so you are totally controlled and there is no way out. I just hate it when he says... And you children will be born in this, they will not know better than this.   So guys, when they force you to do the digital ID and they will force that like they did with covid, there on that second and moment you will have the power to save yourself. What will you do?","@Tovarash710",""
"I have the system. I know how to implement.","@moreperfectself",""
"what is this resolution choise bruh","@MySirr",""
"Global governance yes, but it really isn''t the time yet, eventually, maybe in the next 80 years boom, maybe not even... get you''re shit together as a country first... everybody. _","@nokynoknok3084",""
"i just pray we use AI to fix our climate, the way we can produce healthy chemical free foods and protect animals and still have enough housing for humans. Stuff that makes our world better, not ways to overcomplicate financial and economical systems to make the rich even richer.","@Alphanir28",""
"Definitely not down with that global governance piece. 99.9% of all governments in world history were totalitarian. Even today, most are. The chance that a global government will for some reason be some bastion of freedom and some sort of representative democracy is not likely.   People say that a global government will end all wars, etc. Yeah, because they will have a monopoly of force on everyone and there will be no alternatives to flee to for asylum. I''ll pass.","@Veritas5504",""
"""We Are Fucked""","@COGNZNT92",""
"Nation states to global governance? I don''t think so. Globalisation is reversing. First came Brexit, then Trump with his isolationism and trade tariffs. Even NATO is at risk.","@CuriousCyclist",""
"Why 2025 is the single most pivotal year in our lifetime | Peter Leyden","@almaisaks",""
"I can''t believe is not organic! Yeeeeeiiiiihhhh...!","@q13studio82",""
"I think it''s gemini 3 for AI","@mcasma1523",""
"Seems like the whole word is having a psychotic breakdown..","@rakuuna33",""
"Soon as he started talking about clean energy I knew he was an idiot.","@VerdicLinwe",""
"but Trump wants us to go back to making t-shirts and cheap toys lol","@midwestairway",""
"The world already changed, dumberica is still rhinking of ways to economically assassinate their allies so they don''t end up a third world country.","@stephenkiernan8520",""
"I also believe that. In 25 years I will read that comment and I probably would wonder how much the world changed. I''m so amazed. The video is amazing and inspiring. Let''s create a sustainable world again and bring humanity to the next level.","@paulmenn",""
"Interesting sleight of hand to juxtapose the pre-war ""America First"" isolationists with American Nazis, as if these were the same thing.","@Steve-dy1zv",""
"First, I do think we are in a place of incredible growth and a shift in technology that will push us further and further technologically. Most of that will not be something that any of us living today will be able to put money into as the economy, right now, isn''t sustainable. There has been a 700% inflation in the dollar since the last time we had a technology jump and the middle class has basically evaporated with the shift to cheaper and cheaper items being peddled on us from countries like China. 90% of us won''t have enough money to take advantage of the gains from these technologies financially, because the people that made us poor are to busy trying to figure out how they can get more to care about pesky things like ethics, or morality, or what''s legal.  Secondly. So much of what this guy just said is completely wrong, and easily disproven. The problem is that enough of it was correct that the lies seamed believable.","@Dalec81",""
